order_id,product_id,quantity,unit_price,discount,cost_ratio,line_revenue,line_cost,line_profit
O500016,P1060,1,129773.76,0.0,0.69170377826403,129773.76,89765.0,40008.76
O500017,P1061,2,125112.07,0.0,0.6373052676271331,250224.14,159469.16,90754.98
O500018,P1035,1,137584.05,0.1,0.7809134086574379,123825.64,107441.23,16384.41
O500018,P1004,3,137186.27,0.1,0.5029085505003124,370402.93,206976.44,163426.49
O500019,P1117,3,31305.53,0.0,0.7848908610865898,93916.59,73714.27,20202.32
O500019,P1031,2,53522.78,0.0,0.5072667015254411,107045.56,54300.65,52744.91
O500020,P1100,3,185515.9,0.0,0.5711188703293042,556547.7,317854.89,238692.81
O500020,P1085,1,181785.91,0.05,0.618250985158467,172696.61,112389.32,60307.29
O500020,P1033,1,13707.05,0.0,0.7450406068968681,13707.05,10212.31,3494.74
O500020,P1117,4,31305.53,0.0,0.7270546495862873,125222.12,91043.32,34178.8
O500021,P1040,3,135213.11,0.1,0.7082882834428839,365075.4,287309.58,77765.82
O500021,P1009,1,209077.89,0.0,0.513418136979617,209077.89,107344.38,101733.51
O500021,P1038,1,227725.83,0.0,0.579159462811976,227725.83,131889.57,95836.26
O500021,P1045,4,199375.82,0.0,0.6215743973515913,797503.28,495707.62,301795.66
O500022,P1096,2,170498.04,0.0,0.7026616314628383,340996.08,239604.86,101391.22
O500022,P1023,2,158053.64,0.0,0.5641929006917195,316107.28,178345.48,137761.8
O500022,P1007,3,137259.38,0.0,0.7044424939008763,411778.14,290074.02,121704.12
O500023,P1015,1,88242.2,0.0,0.6223017374444348,88242.2,54913.27,33328.93
O500024,P1008,4,191427.85,0.0,0.6400652664899964,765711.4,490105.27,275606.13
O500024,P1112,4,23101.74,0.05,0.7500065342288609,87786.61,69305.82,18480.79
O500025,P1007,3,137259.38,0.1,0.5927775423598284,370600.33,244092.83,126507.5
O500025,P1087,2,37071.04,0.0,0.6081247558844004,74142.08,45087.63,29054.45
O500025,P1035,3,137584.05,0.0,0.6179359376555544,412752.15,255054.39,157697.76
O500025,P1071,4,30879.0,0.0,0.7733846516610419,123516.0,95525.38,27990.62
O500025,P1025,4,102837.58,0.0,0.5616376128891102,411350.32,231029.81,180320.51
O500026,P1078,3,114286.49,0.0,0.5000584587011951,342859.47,171449.78,171409.69
O500026,P1085,1,181785.91,0.0,0.6183050518732796,181785.91,112399.15,69386.76
O500026,P1019,2,89430.15,0.0,0.5539446709943071,178860.3,99078.71,79781.59
O500026,P1050,3,117818.2,0.15,0.7619374669106942,300436.41,269310.3,31126.11
O500026,P1030,4,156682.48,0.0,0.6456904724393702,626729.92,404673.54,222056.38
O500027,P1056,4,74302.75,0.0,0.6891740847860329,297211.0,204830.12,92380.88
O500028,P1031,1,53522.78,0.0,0.6157785548879492,53522.78,32958.18,20564.6
O500028,P1083,4,121303.49,0.0,0.7575512898319653,485213.96,367574.46,117639.5
O500028,P1112,2,23101.74,0.0,0.6564629098304545,46203.48,30330.87,15872.61
O500028,P1025,4,102837.58,0.1,0.5519207125290249,370215.29,227032.76,143182.53
O500029,P1091,2,72574.93,0.0,0.6544654236298942,145149.86,94995.56,50154.3
O500029,P1052,3,122918.23,0.0,0.6284604838275119,368754.69,231747.75,137006.94
O500029,P1104,3,189343.27,0.0,0.719829704328024,568029.81,408884.73,159145.08
O500029,P1043,3,198465.41,0.0,0.5285654237208225,595396.23,314705.86,280690.37
O500029,P1055,2,96331.16,0.0,0.5282603204006452,192662.32,101775.86,90886.46
O500030,P1105,4,193155.0,0.0,0.7543653251952699,772620.0,582837.74,189782.26
O500030,P1050,2,117818.2,0.1,0.660985120809278,212072.76,155752.15,56320.61
O500030,P1090,3,201891.55,0.0,0.7657181624710869,605674.65,463776.08,141898.57
O500030,P1073,2,112030.85,0.0,0.7293276375834065,224061.7,163414.39,60647.31
O500031,P1017,3,241738.68,0.0,0.7250748138979456,725216.04,525835.89,199380.15
O500031,P1047,4,219764.28,0.0,0.5957563130371523,879057.12,523703.83,355353.29
O500031,P1098,1,76476.37,0.05,0.7491924734897629,72652.55,57295.52,15357.03
O500032,P1021,3,38242.39,0.0,0.6190227675293243,114727.17,71018.73,43708.44
O500032,P1063,3,216931.98,0.0,0.7403416124896295,650795.94,481811.32,168984.62
O500032,P1033,3,13707.05,0.0,0.5698309568715797,41121.15,23432.1,17689.05
O500032,P1072,2,214074.64,0.0,0.7444998169536801,428149.28,318757.06,109392.22
O500032,P1083,3,121303.49,0.0,0.6345099657183428,363910.47,230904.82,133005.65
O500033,P1106,3,166000.97,0.0,0.5081685237010545,498002.91,253069.4,244933.51
O500033,P1002,4,98835.93,0.0,0.6196142748061217,395343.72,244960.61,150383.11
O500033,P1030,4,156682.48,0.0,0.7207434811448536,626729.92,451711.5,175018.42
O500033,P1092,2,55833.42,0.0,0.5443269325298862,111666.84,60783.27,50883.57
O500033,P1089,1,92244.02,0.0,0.5081949718176311,92244.02,46877.95,45366.07
O500034,P1088,2,77651.31,0.0,0.6592831193217095,155302.62,102388.4,52914.22
O500035,P1063,1,216931.98,0.05,0.5154496045814123,206085.38,111817.5,94267.88
O500035,P1076,1,19364.57,0.0,0.5724771322561661,19364.57,11085.77,8278.8
O500035,P1011,3,78373.98,0.0,0.5165083141917102,235121.94,121442.44,113679.5
O500036,P1048,2,236234.36,0.0,0.6962402224920013,472468.72,328951.73,143516.99
O500036,P1054,3,148827.95,0.0,0.6795977166459481,446483.85,303429.4,143054.45
O500037,P1023,3,158053.64,0.0,0.6762881891724413,474160.92,320669.43,153491.49
O500037,P1020,1,146795.03,0.0,0.7475348485938115,146795.03,109734.4,37060.63
O500037,P1098,2,76476.37,0.0,0.6807101118044839,152952.74,104116.48,48836.26
O500037,P1010,4,112348.57,0.0,0.5905792224341717,449394.28,265402.92,183991.36
O500037,P1086,3,174362.98,0.0,0.685698201586703,523088.94,358681.15,164407.79
O500038,P1090,3,201891.55,0.05,0.6598531560735927,575390.92,399656.33,175734.59
O500038,P1012,4,67796.38,0.0,0.5642262405765565,271185.52,153009.99,118175.53
O500039,P1014,4,18181.31,0.0,0.5107187306244345,72725.24,37142.14,35583.1
O500040,P1081,1,231890.12,0.0,0.5747944599233271,231890.12,133289.16,98600.96
O500041,P1021,2,38242.39,0.0,0.7181928131088942,76484.78,54930.82,21553.96
O500042,P1047,1,219764.28,0.15,0.6397515916757738,186799.64,140594.55,46205.09
O500042,P1078,4,114286.49,0.0,0.5607645732974479,457145.96,256351.26,200794.7
O500043,P1036,3,60026.44,0.1,0.5923379619875744,162071.39,106667.82,55403.57
O500043,P1119,2,237131.25,0.0,0.6992564058518782,474262.5,331631.09,142631.41
O500043,P1078,3,114286.49,0.0,0.6212491464598979,342859.47,213001.15,129858.32
O500043,P1018,4,141196.37,0.0,0.759606901331636,564785.48,429014.95,135770.53
O500044,P1029,3,144066.83,0.05,0.6586530122656278,410590.47,284670.15,125920.32
O500044,P1084,3,173179.62,0.0,0.6577572119544258,519538.86,341730.43,177808.43
O500044,P1040,2,135213.11,0.0,0.5791980753621528,270426.22,156630.35,113795.87
O500044,P1042,3,36140.48,0.0,0.6671365694964915,108421.44,72331.91,36089.53
O500045,P1072,4,214074.64,0.0,0.7654672164292413,856298.56,655468.48,200830.08
O500045,P1048,2,236234.36,0.15,0.576790609061502,401598.41,272515.52,129082.89
O500045,P1097,2,207803.45,0.0,0.7076558865140352,415606.9,294106.67,121500.23
O500045,P1060,3,129773.76,0.0,0.6888795493191096,389321.28,268195.47,121125.81
O500046,P1012,2,67796.38,0.0,0.7097644511442265,135592.76,96238.92,39353.84
O500046,P1103,4,39141.17,0.05,0.6937183447401537,148736.45,108611.79,40124.66
O500047,P1067,4,192073.84,0.0,0.5628563977724751,768295.36,432439.96,335855.4
O500047,P1017,1,241738.68,0.0,0.7483924748234114,241738.68,180915.41,60823.27
O500048,P1013,2,51877.46,0.0,0.6140258434439179,103754.92,63708.2,40046.72
O500048,P1009,1,209077.89,0.1,0.6062313339913477,188170.1,126749.57,61420.53
O500048,P1117,4,31305.53,0.0,0.7901015885714064,125222.12,98938.2,26283.92
O500048,P1008,2,191427.85,0.0,0.5452314520433303,382855.7,208744.97,174110.73
O500048,P1103,3,39141.17,0.1,0.6772254354681732,105681.16,79522.19,26158.97
O500049,P1108,1,212096.67,0.05,0.5179093466839744,201491.84,109846.85,91644.99
O500049,P1094,2,6180.37,0.05,0.5766030308451473,11742.7,7127.24,4615.46
O500049,P1082,3,8702.56,0.0,0.7122577005004942,26107.68,18595.4,7512.28
O500049,P1096,2,170498.04,0.0,0.5117521121246572,340996.08,174505.46,166490.62
O500049,P1015,3,88242.2,0.0,0.7766827149800959,264726.6,205608.57,59118.03
O500050,P1024,4,124268.87,0.1,0.7238307171258809,447367.93,359798.5,87569.43
O500050,P1052,1,122918.23,0.0,0.6898959410685817,122918.23,84800.79,38117.44
O500050,P1103,2,39141.17,0.0,0.5548945209631042,78282.34,43438.44,34843.9
O500050,P1064,3,245261.88,0.0,0.7136397453417765,735785.64,525085.88,210699.76
O500050,P1049,1,40603.81,0.15,0.6599241659236393,34513.24,26795.44,7717.8
O500051,P1111,2,123956.44,0.0,0.651753913082616,247912.88,161578.19,86334.69
O500052,P1041,1,218012.41,0.05,0.5796915999140951,207111.79,126379.96,80731.83
O500052,P1075,2,223700.19,0.0,0.725350848553366,447400.38,324522.25,122878.13
O500052,P1021,1,38242.39,0.0,0.5326471706038242,38242.39,20369.7,17872.69
O500052,P1117,2,31305.53,0.05,0.7946342722422892,59480.51,49752.89,9727.62
O500052,P1080,1,158141.76,0.0,0.5641222746467961,158141.76,89211.29,68930.47
O500053,P1002,1,98835.93,0.05,0.7427297689003847,93894.13,73408.39,20485.74
O500053,P1058,2,191402.36,0.0,0.7497927735005403,382804.72,287024.21,95780.51
O500053,P1095,4,249463.93,0.1,0.5870132923727576,898070.15,585754.57,312315.58
O500054,P1042,2,36140.48,0.0,0.7068142005009501,72280.96,51089.21,21191.75
O500054,P1088,2,77651.31,0.0,0.6004524586220685,155302.62,93251.84,62050.78
O500055,P1031,1,53522.78,0.0,0.5527768787990847,53522.78,29586.16,23936.62
O500055,P1110,4,25796.76,0.0,0.6752627423597696,103187.04,69678.36,33508.68
O500056,P1081,4,231890.12,0.05,0.5579381731468159,881182.46,517521.4,363661.06
O500056,P1017,1,241738.68,0.05,0.777787914086419,229651.75,188021.42,41630.33
O500056,P1048,2,236234.36,0.05,0.6239403563994048,448845.28,294792.3,154052.98
O500056,P1010,3,112348.57,0.0,0.6401468121701167,337045.71,215758.74,121286.97
O500057,P1043,4,198465.41,0.0,0.504320787904446,793861.64,400360.93,393500.71
O500057,P1081,2,231890.12,0.0,0.7477688807876288,463780.24,346800.43,116979.81
O500057,P1002,3,98835.93,0.15,0.6602363598706286,252031.62,195765.22,56266.4
O500057,P1113,3,104255.59,0.0,0.7549077959930782,312766.77,236110.07,76656.7
O500057,P1082,4,8702.56,0.0,0.5456283211161888,34810.24,18993.45,15816.79
O500058,P1007,1,137259.38,0.0,0.6862273525350182,137259.38,94191.14,43068.24
O500058,P1009,4,209077.89,0.0,0.7960508944548814,836311.56,665746.57,170564.99
O500059,P1009,2,209077.89,0.0,0.7204294823900891,418155.78,301251.75,116904.03
O500059,P1064,2,245261.88,0.0,0.6917421967938264,490523.76,339315.98,151207.78
O500060,P1032,1,101203.88,0.05,0.5647675469701,96143.69,57156.67,38987.02
O500060,P1089,2,92244.02,0.05,0.6676179628369745,175263.64,123167.53,52096.11
O500060,P1103,2,39141.17,0.0,0.7792244796145418,78282.34,60999.52,17282.82
O500060,P1012,4,67796.38,0.0,0.5326135217830947,271185.52,144437.07,126748.45
O500061,P1067,1,192073.84,0.1,0.79766390712085,172866.46,153210.37,19656.09
O500061,P1073,2,112030.85,0.05,0.5829204969008688,212858.62,130610.16,82248.46
O500061,P1093,1,239532.21,0.0,0.6354904257038926,239532.21,152220.43,87311.78
O500061,P1066,4,207569.65,0.0,0.7180129057791853,830278.6,596150.75,234127.85
O500062,P1012,4,67796.38,0.0,0.723026869426076,271185.52,196074.42,75111.1
O500062,P1048,2,236234.36,0.0,0.5980781727264733,472468.72,282573.23,189895.49
O500062,P1115,2,20238.42,0.05,0.5059626787585335,38453.0,20479.77,17973.23
O500063,P1044,3,34705.92,0.0,0.5865443126701184,104117.76,61069.68,43048.08
O500063,P1111,1,123956.44,0.0,0.7874552467926705,123956.44,97610.15,26346.29
O500064,P1001,2,99812.55,0.0,0.6980174517751604,199625.1,139341.8,60283.3
O500064,P1094,2,6180.37,0.0,0.5552191211604199,12360.74,6862.92,5497.82
O500064,P1035,4,137584.05,0.0,0.613570055056741,550336.2,337669.81,212666.39
O500065,P1036,4,60026.44,0.1,0.5715877846137816,216095.18,137241.52,78853.66
O500065,P1105,2,193155.0,0.0,0.7085635009542073,386310.0,273725.17,112584.83
O500065,P1034,2,120984.33,0.0,0.6366947362966939,241968.66,154060.17,87908.49
O500065,P1077,1,221332.33,0.0,0.7277743214610152,221332.33,161079.99,60252.34
O500066,P1118,3,202825.86,0.0,0.5178813023415338,608477.58,315119.16,293358.42
O500066,P1064,3,245261.88,0.0,0.6641383862691598,735785.64,488663.49,247122.15
O500066,P1040,4,135213.11,0.0,0.6461160854846744,540852.44,349453.46,191398.98
O500066,P1091,2,72574.93,0.05,0.7578491752896439,137892.37,110001.7,27890.67
O500067,P1113,2,104255.59,0.0,0.7965236707518584,208511.18,166084.09,42427.09
O500067,P1078,2,114286.49,0.0,0.6986991656912069,228572.98,159703.75,68869.23
O500067,P1070,4,53316.73,0.1,0.7437119172477091,191940.23,158609.15,33331.08
O500068,P1070,3,53316.73,0.0,0.7490886948808819,159950.19,119816.88,40133.31
O500068,P1058,3,191402.36,0.0,0.7998774190220699,574207.08,459295.28,114911.8
O500068,P1071,1,30879.0,0.0,0.7529932682783724,30879.0,23251.68,7627.32
O500068,P1023,3,158053.64,0.0,0.6935916615689753,474160.92,328874.06,145286.86
O500068,P1084,3,173179.62,0.0,0.6749562366711681,519538.86,350665.99,168872.87
O500069,P1003,3,87735.23,0.15,0.6294774790749428,223724.84,165682.05,58042.79
O500069,P1110,3,25796.76,0.05,0.725291239700938,73520.77,56130.49,17390.28
O500070,P1112,4,23101.74,0.0,0.6486751267977099,92406.96,59942.1,32464.86
O500070,P1113,1,104255.59,0.1,0.6008127687790064,93830.03,62638.09,31191.94
O500070,P1083,1,121303.49,0.0,0.6179950433356116,121303.49,74964.96,46338.53
O500070,P1023,1,158053.64,0.15,0.5418625554330213,134345.59,85643.35,48702.24
O500071,P1032,2,101203.88,0.0,0.7506529783638416,202407.76,151937.99,50469.77
O500071,P1036,2,60026.44,0.0,0.5147872011957334,120052.88,61801.69,58251.19
O500071,P1075,1,223700.19,0.1,0.5351661764583745,201330.17,119716.78,81613.39
O500072,P1116,4,89809.85,0.0,0.6085108404174467,359239.4,218601.07,140638.33
O500072,P1015,3,88242.2,0.05,0.5961053824620883,251490.27,157804.95,93685.32
O500073,P1039,4,181647.24,0.0,0.6179233649800097,726588.96,448976.3,277612.66
O500073,P1011,4,78373.98,0.0,0.6875210874131749,313495.92,215535.06,97960.86
O500073,P1078,4,114286.49,0.0,0.7247814457027196,457145.96,331330.91,125815.05
O500074,P1061,2,125112.07,0.0,0.5698126424532406,250224.14,142580.88,107643.26
O500074,P1070,1,53316.73,0.0,0.529601629425624,53316.73,28236.63,25080.1
O500074,P1109,4,154946.61,0.0,0.6210253929626884,619786.44,384903.12,234883.32
O500075,P1012,4,67796.38,0.0,0.5231039925993864,271185.52,141858.23,129327.29
O500075,P1044,2,34705.92,0.05,0.6117954648104249,65941.25,42465.85,23475.4
O500075,P1063,3,216931.98,0.0,0.6648266398544747,650795.94,432666.48,218129.46
O500075,P1056,2,74302.75,0.0,0.686964103460283,148605.5,102086.64,46518.86
O500075,P1101,4,209199.57,0.0,0.5879972687785899,836798.28,492035.1,344763.18
O500076,P1076,1,19364.57,0.05,0.7507582433557644,18396.34,14538.11,3858.23
O500077,P1035,2,137584.05,0.0,0.6389003056943172,275168.1,175804.98,99363.12
O500077,P1004,4,137186.27,0.0,0.6681267555847605,548745.08,366631.27,182113.81
O500077,P1034,2,120984.33,0.0,0.7322590522837698,241968.66,177183.74,64784.92
O500078,P1043,1,198465.41,0.0,0.7443685494798975,198465.41,147731.41,50734.0
O500078,P1088,3,77651.31,0.0,0.7235831810691873,232953.93,168561.55,64392.38
O500079,P1018,3,141196.37,0.0,0.7493881099240008,423589.11,317432.64,106156.47
O500079,P1073,2,112030.85,0.1,0.541765638055213,201655.53,121388.93,80266.6
O500080,P1026,2,248486.7,0.0,0.7790515586825755,496973.4,387167.9,109805.5
O500081,P1097,4,207803.45,0.0,0.6724461267526899,831213.8,558946.5,272267.3
O500082,P1015,3,88242.2,0.1,0.5387737542423569,238253.94,142627.74,95626.2
O500082,P1017,1,241738.68,0.1,0.5858733200636477,217564.81,141628.24,75936.57
O500082,P1027,4,220557.43,0.0,0.5477790190532429,882229.72,483266.93,398962.79
O500082,P1009,3,209077.89,0.0,0.7464509431705878,627233.67,468199.16,159034.51
O500083,P1112,4,23101.74,0.0,0.589691236755669,92406.96,54491.57,37915.39
O500083,P1094,4,6180.37,0.05,0.7339737735632358,23485.41,18144.92,5340.49
O500084,P1019,3,89430.15,0.0,0.7584888721343329,268290.45,203495.32,64795.13
O500085,P1050,1,117818.2,0.05,0.6889820236769129,111927.29,81174.62,30752.67
O500085,P1006,3,140213.03,0.0,0.7211740229673965,420639.09,303353.98,117285.11
O500085,P1076,2,19364.57,0.0,0.7613805568461266,38729.14,29487.61,9241.53
O500085,P1019,2,89430.15,0.0,0.7848942413642139,178860.3,140386.42,38473.88
O500086,P1039,1,181647.24,0.0,0.6149104868059325,181647.24,111696.79,69950.45
O500086,P1095,2,249463.93,0.0,0.7680665423324005,498927.86,383209.8,115718.06
O500086,P1005,2,41919.68,0.0,0.7389389926869347,83839.36,61952.17,21887.19
O500086,P1045,2,199375.82,0.05,0.5149665079659698,378814.06,205343.74,173470.32
O500086,P1117,4,31305.53,0.0,0.6831131787065161,125222.12,85540.88,39681.24
O500087,P1026,4,248486.7,0.0,0.7475829023818223,993946.8,743057.63,250889.17
O500087,P1034,4,120984.33,0.05,0.6645374426110681,459740.45,321594.47,138145.98
O500088,P1026,4,248486.7,0.0,0.5759447249247212,993946.8,572458.42,421488.38
O500088,P1033,2,13707.05,0.1,0.695790150080676,24672.69,19074.46,5598.23
O500088,P1071,2,30879.0,0.0,0.7910980017911908,61758.0,48856.63,12901.37
O500088,P1011,3,78373.98,0.1,0.7940026530822184,211609.75,186687.44,24922.31
O500089,P1003,1,87735.23,0.15,0.7591053973674718,74574.95,66600.29,7974.66
O500090,P1087,2,37071.04,0.0,0.7035018886163923,74142.08,52159.09,21982.99
O500090,P1040,2,135213.11,0.0,0.5021382508485863,270426.22,135791.35,134634.87
O500091,P1037,1,241151.1,0.05,0.5462644245465742,229093.54,131732.27,97361.27
O500091,P1094,4,6180.37,0.0,0.6844024703838933,24721.48,16919.44,7802.04
O500091,P1102,4,186157.13,0.05,0.7368015525784992,707397.09,548643.45,158753.64
O500091,P1107,3,192464.52,0.05,0.7070335317675547,548523.88,408236.61,140287.27
O500091,P1079,3,129566.39,0.1,0.7025032078042504,349829.25,273062.41,76766.84
O500092,P1025,2,102837.58,0.0,0.5847701831171528,205675.16,120272.7,85402.46
O500092,P1005,4,41919.68,0.0,0.5299679247612668,167678.72,88864.34,78814.38
O500092,P1034,3,120984.33,0.0,0.6170460588087234,362952.99,223958.71,138994.28
O500092,P1110,4,25796.76,0.0,0.6450778072255611,103187.04,66563.67,36623.37
O500093,P1032,3,101203.88,0.0,0.7619466587494541,303611.64,231335.87,72275.77
O500094,P1114,3,104148.2,0.0,0.7185252767221231,312444.6,224499.34,87945.26
O500094,P1110,1,25796.76,0.0,0.7041909177340199,25796.76,18165.84,7630.92
O500094,P1021,3,38242.39,0.05,0.510002159157885,108990.81,58511.1,50479.71
O500095,P1033,2,13707.05,0.05,0.7497262566274129,26043.39,20553.07,5490.32
O500095,P1107,2,192464.52,0.05,0.6755254924759762,365682.59,260029.38,105653.21
O500095,P1082,4,8702.56,0.0,0.7340062268830979,34810.24,25550.93,9259.31
O500095,P1003,1,87735.23,0.0,0.6219648849715227,87735.23,54568.23,33167.0
O500095,P1083,4,121303.49,0.15,0.6422742546200809,412431.87,311640.43,100791.44
O500096,P1075,1,223700.19,0.0,0.575703360257524,223700.19,128784.95,94915.24
O500096,P1084,3,173179.62,0.15,0.5504229382512476,441608.03,285966.11,155641.92
O500096,P1065,4,104265.72,0.0,0.5967591718534613,417062.88,248886.1,168176.78
O500096,P1017,1,241738.68,0.0,0.594738889629207,241738.68,143771.39,97967.29
O500097,P1075,2,223700.19,0.05,0.7874368833685313,425030.36,352299.56,72730.8
O500097,P1053,4,216432.69,0.05,0.5318674448192726,822444.22,460454.01,361990.21
O500097,P1002,3,98835.93,0.0,0.7732126199226459,296507.79,229263.57,67244.22
O500098,P1002,1,98835.93,0.15,0.6909396003123487,84010.54,68289.66,15720.88
O500098,P1087,1,37071.04,0.0,0.6709351367926729,37071.04,24872.26,12198.78
O500098,P1045,1,199375.82,0.05,0.5861475486300713,189407.03,116863.65,72543.38
O500098,P1047,4,219764.28,0.0,0.6538341588283023,879057.12,574757.57,304299.55
O500099,P1113,3,104255.59,0.0,0.6953762557729214,312766.77,217490.59,95276.18
O500099,P1110,4,25796.76,0.0,0.5865519063593282,103187.04,60524.56,42662.48
O500100,P1008,3,191427.85,0.0,0.7018827100079185,574283.55,403079.69,171203.86
O500100,P1100,4,185515.9,0.15,0.5989109110904415,630754.06,444429.99,186324.07
O500100,P1047,4,219764.28,0.0,0.7862353372314719,879057.12,691145.77,187911.35
O500100,P1013,4,51877.46,0.05,0.7532324629961498,197134.35,156303.15,40831.2
O500101,P1045,4,199375.82,0.0,0.6719416269188392,797503.28,535875.65,261627.63
O500101,P1097,1,207803.45,0.0,0.6493366599553285,207803.45,134934.4,72869.05
O500101,P1070,4,53316.73,0.0,0.725628153431435,213266.92,154752.48,58514.44
O500101,P1048,3,236234.36,0.0,0.7515183868885358,708703.08,532603.4,176099.68
O500102,P1018,4,141196.37,0.1,0.6216579660263188,508306.93,351103.39,157203.54
O500103,P1048,4,236234.36,0.0,0.7645873005583198,944937.44,722487.17,222450.27
O500103,P1034,1,120984.33,0.0,0.5809693708359701,120984.33,70288.19,50696.14
O500104,P1071,3,30879.0,0.05,0.7570161409536424,88005.15,70127.7,17877.45
O500104,P1086,3,174362.98,0.05,0.6736040015839957,496934.49,352354.8,144579.69
O500104,P1006,3,140213.03,0.05,0.7086283947853008,399607.14,298076.8,101530.34
O500104,P1013,1,51877.46,0.0,0.6581303057440141,51877.46,34142.13,17735.33
O500105,P1119,4,237131.25,0.0,0.5432707089835389,948525.0,515305.85,433219.15
O500105,P1094,3,6180.37,0.0,0.5445521098502093,18541.11,10096.6,8444.51
O500106,P1007,4,137259.38,0.1,0.5870228249917178,494133.77,322297.56,171836.21
O500106,P1002,1,98835.93,0.0,0.7301074470697401,98835.93,72160.85,26675.08
O500107,P1019,1,89430.15,0.0,0.5394313593357948,89430.15,48241.43,41188.72
O500107,P1067,4,192073.84,0.0,0.5693125385045864,768295.36,437400.18,330895.18
O500108,P1106,4,166000.97,0.0,0.7406221330024373,664003.88,491775.97,172227.91
O500108,P1020,4,146795.03,0.0,0.6635779720638086,587180.12,389639.79,197540.33
O500108,P1096,4,170498.04,0.0,0.5214581158307622,681992.16,355630.35,326361.81
